split,implicit_position,emb_file,emb_line_number,vlm_file,vlm_line_number,row_id_type,boundary
train,0,COCO_emb_500images_train_t_[140].txt,2,COCO_blip_500images_train_t_[140].txt,2,implicit_file_position_only,no explicit public row id; not admitted row binding
train,187,COCO_emb_500images_train_t_[140].txt,189,COCO_blip_500images_train_t_[140].txt,189,implicit_file_position_only,no explicit public row id; not admitted row binding
train,188,COCO_emb_500images_train_t_[140].txt,190,COCO_blip_500images_train_t_[140].txt,190,implicit_file_position_only,no explicit public row id; not admitted row binding
train,189,COCO_emb_500images_train_t_[140].txt,191,COCO_blip_500images_train_t_[140].txt,191,implicit_file_position_only,no explicit public row id; not admitted row binding
train,190,COCO_emb_500images_train_t_[140].txt,192,COCO_blip_500images_train_t_[140].txt,192,implicit_file_position_only,no explicit public row id; not admitted row binding
train,191,COCO_emb_500images_train_t_[140].txt,193,COCO_blip_500images_train_t_[140].txt,193,implicit_file_position_only,no explicit public row id; not admitted row binding
train,192,COCO_emb_500images_train_t_[140].txt,194,COCO_blip_500images_train_t_[140].txt,194,implicit_file_position_only,no explicit public row id; not admitted row binding
train,193,COCO_emb_500images_train_t_[140].txt,195,COCO_blip_500images_train_t_[140].txt,195,implicit_file_position_only,no explicit public row id; not admitted row binding
train,194,COCO_emb_500images_train_t_[140].txt,196,COCO_blip_500images_train_t_[140].txt,196,implicit_file_position_only,no explicit public row id; not admitted row binding
train,195,COCO_emb_500images_train_t_[140].txt,197,COCO_blip_500images_train_t_[140].txt,197,implicit_file_position_only,no explicit public row id; not admitted row binding
train,196,COCO_emb_500images_train_t_[140].txt,198,COCO_blip_500images_train_t_[140].txt,198,implicit_file_position_only,no explicit public row id; not admitted row binding
train,197,COCO_emb_500images_train_t_[140].txt,199,COCO_blip_500images_train_t_[140].txt,199,implicit_file_position_only,no explicit public row id; not admitted row binding
train,198,COCO_emb_500images_train_t_[140].txt,200,COCO_blip_500images_train_t_[140].txt,200,implicit_file_position_only,no explicit public row id; not admitted row binding
train,199,COCO_emb_500images_train_t_[140].txt,201,COCO_blip_500images_train_t_[140].txt,201,implicit_file_position_only,no explicit public row id; not admitted row binding
train,200,COCO_emb_500images_train_t_[140].txt,202,COCO_blip_500images_train_t_[140].txt,202,implicit_file_position_only,no explicit public row id; not admitted row binding
train,201,COCO_emb_500images_train_t_[140].txt,203,COCO_blip_500images_train_t_[140].txt,203,implicit_file_position_only,no explicit public row id; not admitted row binding
train,202,COCO_emb_500images_train_t_[140].txt,204,COCO_blip_500images_train_t_[140].txt,204,implicit_file_position_only,no explicit public row id; not admitted row binding
train,203,COCO_emb_500images_train_t_[140].txt,205,COCO_blip_500images_train_t_[140].txt,205,implicit_file_position_only,no explicit public row id; not admitted row binding
train,204,COCO_emb_500images_train_t_[140].txt,206,COCO_blip_500images_train_t_[140].txt,206,implicit_file_position_only,no explicit public row id; not admitted row binding
train,205,COCO_emb_500images_train_t_[140].txt,207,COCO_blip_500images_train_t_[140].txt,207,implicit_file_position_only,no explicit public row id; not admitted row binding
train,206,COCO_emb_500images_train_t_[140].txt,208,COCO_blip_500images_train_t_[140].txt,208,implicit_file_position_only,no explicit public row id; not admitted row binding
train,207,COCO_emb_500images_train_t_[140].txt,209,COCO_blip_500images_train_t_[140].txt,209,implicit_file_position_only,no explicit public row id; not admitted row binding
train,208,COCO_emb_500images_train_t_[140].txt,210,COCO_blip_500images_train_t_[140].txt,210,implicit_file_position_only,no explicit public row id; not admitted row binding
train,209,COCO_emb_500images_train_t_[140].txt,211,COCO_blip_500images_train_t_[140].txt,211,implicit_file_position_only,no explicit public row id; not admitted row binding
train,210,COCO_emb_500images_train_t_[140].txt,212,COCO_blip_500images_train_t_[140].txt,212,implicit_file_position_only,no explicit public row id; not admitted row binding
train,211,COCO_emb_500images_train_t_[140].txt,213,COCO_blip_500images_train_t_[140].txt,213,implicit_file_position_only,no explicit public row id; not admitted row binding
train,212,COCO_emb_500images_train_t_[140].txt,214,COCO_blip_500images_train_t_[140].txt,214,implicit_file_position_only,no explicit public row id; not admitted row binding
train,213,COCO_emb_500images_train_t_[140].txt,215,COCO_blip_500images_train_t_[140].txt,215,implicit_file_position_only,no explicit public row id; not admitted row binding
train,214,COCO_emb_500images_train_t_[140].txt,216,COCO_blip_500images_train_t_[140].txt,216,implicit_file_position_only,no explicit public row id; not admitted row binding
train,215,COCO_emb_500images_train_t_[140].txt,217,COCO_blip_500images_train_t_[140].txt,217,implicit_file_position_only,no explicit public row id; not admitted row binding
train,216,COCO_emb_500images_train_t_[140].txt,218,COCO_blip_500images_train_t_[140].txt,218,implicit_file_position_only,no explicit public row id; not admitted row binding
train,217,COCO_emb_500images_train_t_[140].txt,219,COCO_blip_500images_train_t_[140].txt,219,implicit_file_position_only,no explicit public row id; not admitted row binding
train,218,COCO_emb_500images_train_t_[140].txt,220,COCO_blip_500images_train_t_[140].txt,220,implicit_file_position_only,no explicit public row id; not admitted row binding
train,219,COCO_emb_500images_train_t_[140].txt,221,COCO_blip_500images_train_t_[140].txt,221,implicit_file_position_only,no explicit public row id; not admitted row binding
train,220,COCO_emb_500images_train_t_[140].txt,222,COCO_blip_500images_train_t_[140].txt,222,implicit_file_position_only,no explicit public row id; not admitted row binding
train,221,COCO_emb_500images_train_t_[140].txt,223,COCO_blip_500images_train_t_[140].txt,223,implicit_file_position_only,no explicit public row id; not admitted row binding
train,222,COCO_emb_500images_train_t_[140].txt,224,COCO_blip_500images_train_t_[140].txt,224,implicit_file_position_only,no explicit public row id; not admitted row binding
train,223,COCO_emb_500images_train_t_[140].txt,225,COCO_blip_500images_train_t_[140].txt,225,implicit_file_position_only,no explicit public row id; not admitted row binding
train,224,COCO_emb_500images_train_t_[140].txt,226,COCO_blip_500images_train_t_[140].txt,226,implicit_file_position_only,no explicit public row id; not admitted row binding
train,225,COCO_emb_500images_train_t_[140].txt,227,COCO_blip_500images_train_t_[140].txt,227,implicit_file_position_only,no explicit public row id; not admitted row binding
train,226,COCO_emb_500images_train_t_[140].txt,228,COCO_blip_500images_train_t_[140].txt,228,implicit_file_position_only,no explicit public row id; not admitted row binding
train,227,COCO_emb_500images_train_t_[140].txt,229,COCO_blip_500images_train_t_[140].txt,229,implicit_file_position_only,no explicit public row id; not admitted row binding
train,228,COCO_emb_500images_train_t_[140].txt,230,COCO_blip_500images_train_t_[140].txt,230,implicit_file_position_only,no explicit public row id; not admitted row binding
train,229,COCO_emb_500images_train_t_[140].txt,231,COCO_blip_500images_train_t_[140].txt,231,implicit_file_position_only,no explicit public row id; not admitted row binding
train,230,COCO_emb_500images_train_t_[140].txt,232,COCO_blip_500images_train_t_[140].txt,232,implicit_file_position_only,no explicit public row id; not admitted row binding
train,231,COCO_emb_500images_train_t_[140].txt,233,COCO_blip_500images_train_t_[140].txt,233,implicit_file_position_only,no explicit public row id; not admitted row binding
train,232,COCO_emb_500images_train_t_[140].txt,234,COCO_blip_500images_train_t_[140].txt,234,implicit_file_position_only,no explicit public row id; not admitted row binding
train,233,COCO_emb_500images_train_t_[140].txt,235,COCO_blip_500images_train_t_[140].txt,235,implicit_file_position_only,no explicit public row id; not admitted row binding
train,234,COCO_emb_500images_train_t_[140].txt,236,COCO_blip_500images_train_t_[140].txt,236,implicit_file_position_only,no explicit public row id; not admitted row binding
train,235,COCO_emb_500images_train_t_[140].txt,237,COCO_blip_500images_train_t_[140].txt,237,implicit_file_position_only,no explicit public row id; not admitted row binding
train,236,COCO_emb_500images_train_t_[140].txt,238,COCO_blip_500images_train_t_[140].txt,238,implicit_file_position_only,no explicit public row id; not admitted row binding
train,237,COCO_emb_500images_train_t_[140].txt,239,COCO_blip_500images_train_t_[140].txt,239,implicit_file_position_only,no explicit public row id; not admitted row binding
train,238,COCO_emb_500images_train_t_[140].txt,240,COCO_blip_500images_train_t_[140].txt,240,implicit_file_position_only,no explicit public row id; not admitted row binding
train,239,COCO_emb_500images_train_t_[140].txt,241,COCO_blip_500images_train_t_[140].txt,241,implicit_file_position_only,no explicit public row id; not admitted row binding
train,240,COCO_emb_500images_train_t_[140].txt,242,COCO_blip_500images_train_t_[140].txt,242,implicit_file_position_only,no explicit public row id; not admitted row binding
train,241,COCO_emb_500images_train_t_[140].txt,243,COCO_blip_500images_train_t_[140].txt,243,implicit_file_position_only,no explicit public row id; not admitted row binding
train,242,COCO_emb_500images_train_t_[140].txt,244,COCO_blip_500images_train_t_[140].txt,244,implicit_file_position_only,no explicit public row id; not admitted row binding
train,243,COCO_emb_500images_train_t_[140].txt,245,COCO_blip_500images_train_t_[140].txt,245,implicit_file_position_only,no explicit public row id; not admitted row binding
train,244,COCO_emb_500images_train_t_[140].txt,246,COCO_blip_500images_train_t_[140].txt,246,implicit_file_position_only,no explicit public row id; not admitted row binding
train,245,COCO_emb_500images_train_t_[140].txt,247,COCO_blip_500images_train_t_[140].txt,247,implicit_file_position_only,no explicit public row id; not admitted row binding
train,246,COCO_emb_500images_train_t_[140].txt,248,COCO_blip_500images_train_t_[140].txt,248,implicit_file_position_only,no explicit public row id; not admitted row binding
train,247,COCO_emb_500images_train_t_[140].txt,249,COCO_blip_500images_train_t_[140].txt,249,implicit_file_position_only,no explicit public row id; not admitted row binding
train,248,COCO_emb_500images_train_t_[140].txt,250,COCO_blip_500images_train_t_[140].txt,250,implicit_file_position_only,no explicit public row id; not admitted row binding
train,249,COCO_emb_500images_train_t_[140].txt,251,COCO_blip_500images_train_t_[140].txt,251,implicit_file_position_only,no explicit public row id; not admitted row binding
train,250,COCO_emb_500images_train_t_[140].txt,252,COCO_blip_500images_train_t_[140].txt,252,implicit_file_position_only,no explicit public row id; not admitted row binding
train,251,COCO_emb_500images_train_t_[140].txt,253,COCO_blip_500images_train_t_[140].txt,253,implicit_file_position_only,no explicit public row id; not admitted row binding
train,252,COCO_emb_500images_train_t_[140].txt,254,COCO_blip_500images_train_t_[140].txt,254,implicit_file_position_only,no explicit public row id; not admitted row binding
train,253,COCO_emb_500images_train_t_[140].txt,255,COCO_blip_500images_train_t_[140].txt,255,implicit_file_position_only,no explicit public row id; not admitted row binding
train,254,COCO_emb_500images_train_t_[140].txt,256,COCO_blip_500images_train_t_[140].txt,256,implicit_file_position_only,no explicit public row id; not admitted row binding
train,255,COCO_emb_500images_train_t_[140].txt,257,COCO_blip_500images_train_t_[140].txt,257,implicit_file_position_only,no explicit public row id; not admitted row binding
train,256,COCO_emb_500images_train_t_[140].txt,258,COCO_blip_500images_train_t_[140].txt,258,implicit_file_position_only,no explicit public row id; not admitted row binding
train,257,COCO_emb_500images_train_t_[140].txt,259,COCO_blip_500images_train_t_[140].txt,259,implicit_file_position_only,no explicit public row id; not admitted row binding
train,258,COCO_emb_500images_train_t_[140].txt,260,COCO_blip_500images_train_t_[140].txt,260,implicit_file_position_only,no explicit public row id; not admitted row binding
train,259,COCO_emb_500images_train_t_[140].txt,261,COCO_blip_500images_train_t_[140].txt,261,implicit_file_position_only,no explicit public row id; not admitted row binding
train,260,COCO_emb_500images_train_t_[140].txt,262,COCO_blip_500images_train_t_[140].txt,262,implicit_file_position_only,no explicit public row id; not admitted row binding
train,261,COCO_emb_500images_train_t_[140].txt,263,COCO_blip_500images_train_t_[140].txt,263,implicit_file_position_only,no explicit public row id; not admitted row binding
train,262,COCO_emb_500images_train_t_[140].txt,264,COCO_blip_500images_train_t_[140].txt,264,implicit_file_position_only,no explicit public row id; not admitted row binding
train,263,COCO_emb_500images_train_t_[140].txt,265,COCO_blip_500images_train_t_[140].txt,265,implicit_file_position_only,no explicit public row id; not admitted row binding
train,264,COCO_emb_500images_train_t_[140].txt,266,COCO_blip_500images_train_t_[140].txt,266,implicit_file_position_only,no explicit public row id; not admitted row binding
train,265,COCO_emb_500images_train_t_[140].txt,267,COCO_blip_500images_train_t_[140].txt,267,implicit_file_position_only,no explicit public row id; not admitted row binding
train,266,COCO_emb_500images_train_t_[140].txt,268,COCO_blip_500images_train_t_[140].txt,268,implicit_file_position_only,no explicit public row id; not admitted row binding
train,267,COCO_emb_500images_train_t_[140].txt,269,COCO_blip_500images_train_t_[140].txt,269,implicit_file_position_only,no explicit public row id; not admitted row binding
train,268,COCO_emb_500images_train_t_[140].txt,270,COCO_blip_500images_train_t_[140].txt,270,implicit_file_position_only,no explicit public row id; not admitted row binding
train,269,COCO_emb_500images_train_t_[140].txt,271,COCO_blip_500images_train_t_[140].txt,271,implicit_file_position_only,no explicit public row id; not admitted row binding
train,270,COCO_emb_500images_train_t_[140].txt,272,COCO_blip_500images_train_t_[140].txt,272,implicit_file_position_only,no explicit public row id; not admitted row binding
train,271,COCO_emb_500images_train_t_[140].txt,273,COCO_blip_500images_train_t_[140].txt,273,implicit_file_position_only,no explicit public row id; not admitted row binding
train,272,COCO_emb_500images_train_t_[140].txt,274,COCO_blip_500images_train_t_[140].txt,274,implicit_file_position_only,no explicit public row id; not admitted row binding
train,273,COCO_emb_500images_train_t_[140].txt,275,COCO_blip_500images_train_t_[140].txt,275,implicit_file_position_only,no explicit public row id; not admitted row binding
train,274,COCO_emb_500images_train_t_[140].txt,276,COCO_blip_500images_train_t_[140].txt,276,implicit_file_position_only,no explicit public row id; not admitted row binding
train,275,COCO_emb_500images_train_t_[140].txt,277,COCO_blip_500images_train_t_[140].txt,277,implicit_file_position_only,no explicit public row id; not admitted row binding
train,276,COCO_emb_500images_train_t_[140].txt,278,COCO_blip_500images_train_t_[140].txt,278,implicit_file_position_only,no explicit public row id; not admitted row binding
train,277,COCO_emb_500images_train_t_[140].txt,279,COCO_blip_500images_train_t_[140].txt,279,implicit_file_position_only,no explicit public row id; not admitted row binding
train,278,COCO_emb_500images_train_t_[140].txt,280,COCO_blip_500images_train_t_[140].txt,280,implicit_file_position_only,no explicit public row id; not admitted row binding
train,279,COCO_emb_500images_train_t_[140].txt,281,COCO_blip_500images_train_t_[140].txt,281,implicit_file_position_only,no explicit public row id; not admitted row binding
train,280,COCO_emb_500images_train_t_[140].txt,282,COCO_blip_500images_train_t_[140].txt,282,implicit_file_position_only,no explicit public row id; not admitted row binding
train,281,COCO_emb_500images_train_t_[140].txt,283,COCO_blip_500images_train_t_[140].txt,283,implicit_file_position_only,no explicit public row id; not admitted row binding
train,282,COCO_emb_500images_train_t_[140].txt,284,COCO_blip_500images_train_t_[140].txt,284,implicit_file_position_only,no explicit public row id; not admitted row binding
train,283,COCO_emb_500images_train_t_[140].txt,285,COCO_blip_500images_train_t_[140].txt,285,implicit_file_position_only,no explicit public row id; not admitted row binding
train,284,COCO_emb_500images_train_t_[140].txt,286,COCO_blip_500images_train_t_[140].txt,286,implicit_file_position_only,no explicit public row id; not admitted row binding
train,285,COCO_emb_500images_train_t_[140].txt,287,COCO_blip_500images_train_t_[140].txt,287,implicit_file_position_only,no explicit public row id; not admitted row binding
train,286,COCO_emb_500images_train_t_[140].txt,288,COCO_blip_500images_train_t_[140].txt,288,implicit_file_position_only,no explicit public row id; not admitted row binding
train,287,COCO_emb_500images_train_t_[140].txt,289,COCO_blip_500images_train_t_[140].txt,289,implicit_file_position_only,no explicit public row id; not admitted row binding
train,288,COCO_emb_500images_train_t_[140].txt,290,COCO_blip_500images_train_t_[140].txt,290,implicit_file_position_only,no explicit public row id; not admitted row binding
train,289,COCO_emb_500images_train_t_[140].txt,291,COCO_blip_500images_train_t_[140].txt,291,implicit_file_position_only,no explicit public row id; not admitted row binding
train,290,COCO_emb_500images_train_t_[140].txt,292,COCO_blip_500images_train_t_[140].txt,292,implicit_file_position_only,no explicit public row id; not admitted row binding
train,291,COCO_emb_500images_train_t_[140].txt,293,COCO_blip_500images_train_t_[140].txt,293,implicit_file_position_only,no explicit public row id; not admitted row binding
train,292,COCO_emb_500images_train_t_[140].txt,294,COCO_blip_500images_train_t_[140].txt,294,implicit_file_position_only,no explicit public row id; not admitted row binding
train,293,COCO_emb_500images_train_t_[140].txt,295,COCO_blip_500images_train_t_[140].txt,295,implicit_file_position_only,no explicit public row id; not admitted row binding
train,294,COCO_emb_500images_train_t_[140].txt,296,COCO_blip_500images_train_t_[140].txt,296,implicit_file_position_only,no explicit public row id; not admitted row binding
train,295,COCO_emb_500images_train_t_[140].txt,297,COCO_blip_500images_train_t_[140].txt,297,implicit_file_position_only,no explicit public row id; not admitted row binding
train,296,COCO_emb_500images_train_t_[140].txt,298,COCO_blip_500images_train_t_[140].txt,298,implicit_file_position_only,no explicit public row id; not admitted row binding
train,297,COCO_emb_500images_train_t_[140].txt,299,COCO_blip_500images_train_t_[140].txt,299,implicit_file_position_only,no explicit public row id; not admitted row binding
train,298,COCO_emb_500images_train_t_[140].txt,300,COCO_blip_500images_train_t_[140].txt,300,implicit_file_position_only,no explicit public row id; not admitted row binding
train,299,COCO_emb_500images_train_t_[140].txt,301,COCO_blip_500images_train_t_[140].txt,301,implicit_file_position_only,no explicit public row id; not admitted row binding
train,300,COCO_emb_500images_train_t_[140].txt,302,COCO_blip_500images_train_t_[140].txt,302,implicit_file_position_only,no explicit public row id; not admitted row binding
train,301,COCO_emb_500images_train_t_[140].txt,303,COCO_blip_500images_train_t_[140].txt,303,implicit_file_position_only,no explicit public row id; not admitted row binding
train,302,COCO_emb_500images_train_t_[140].txt,304,COCO_blip_500images_train_t_[140].txt,304,implicit_file_position_only,no explicit public row id; not admitted row binding
train,303,COCO_emb_500images_train_t_[140].txt,305,COCO_blip_500images_train_t_[140].txt,305,implicit_file_position_only,no explicit public row id; not admitted row binding
train,304,COCO_emb_500images_train_t_[140].txt,306,COCO_blip_500images_train_t_[140].txt,306,implicit_file_position_only,no explicit public row id; not admitted row binding
train,305,COCO_emb_500images_train_t_[140].txt,307,COCO_blip_500images_train_t_[140].txt,307,implicit_file_position_only,no explicit public row id; not admitted row binding
train,306,COCO_emb_500images_train_t_[140].txt,308,COCO_blip_500images_train_t_[140].txt,308,implicit_file_position_only,no explicit public row id; not admitted row binding
train,307,COCO_emb_500images_train_t_[140].txt,309,COCO_blip_500images_train_t_[140].txt,309,implicit_file_position_only,no explicit public row id; not admitted row binding
train,308,COCO_emb_500images_train_t_[140].txt,310,COCO_blip_500images_train_t_[140].txt,310,implicit_file_position_only,no explicit public row id; not admitted row binding
train,309,COCO_emb_500images_train_t_[140].txt,311,COCO_blip_500images_train_t_[140].txt,311,implicit_file_position_only,no explicit public row id; not admitted row binding
train,310,COCO_emb_500images_train_t_[140].txt,312,COCO_blip_500images_train_t_[140].txt,312,implicit_file_position_only,no explicit public row id; not admitted row binding
train,311,COCO_emb_500images_train_t_[140].txt,313,COCO_blip_500images_train_t_[140].txt,313,implicit_file_position_only,no explicit public row id; not admitted row binding
train,312,COCO_emb_500images_train_t_[140].txt,314,COCO_blip_500images_train_t_[140].txt,314,implicit_file_position_only,no explicit public row id; not admitted row binding
train,313,COCO_emb_500images_train_t_[140].txt,315,COCO_blip_500images_train_t_[140].txt,315,implicit_file_position_only,no explicit public row id; not admitted row binding
train,314,COCO_emb_500images_train_t_[140].txt,316,COCO_blip_500images_train_t_[140].txt,316,implicit_file_position_only,no explicit public row id; not admitted row binding
train,315,COCO_emb_500images_train_t_[140].txt,317,COCO_blip_500images_train_t_[140].txt,317,implicit_file_position_only,no explicit public row id; not admitted row binding
train,316,COCO_emb_500images_train_t_[140].txt,318,COCO_blip_500images_train_t_[140].txt,318,implicit_file_position_only,no explicit public row id; not admitted row binding
train,317,COCO_emb_500images_train_t_[140].txt,319,COCO_blip_500images_train_t_[140].txt,319,implicit_file_position_only,no explicit public row id; not admitted row binding
train,318,COCO_emb_500images_train_t_[140].txt,320,COCO_blip_500images_train_t_[140].txt,320,implicit_file_position_only,no explicit public row id; not admitted row binding
train,319,COCO_emb_500images_train_t_[140].txt,321,COCO_blip_500images_train_t_[140].txt,321,implicit_file_position_only,no explicit public row id; not admitted row binding
train,320,COCO_emb_500images_train_t_[140].txt,322,COCO_blip_500images_train_t_[140].txt,322,implicit_file_position_only,no explicit public row id; not admitted row binding
train,321,COCO_emb_500images_train_t_[140].txt,323,COCO_blip_500images_train_t_[140].txt,323,implicit_file_position_only,no explicit public row id; not admitted row binding
train,322,COCO_emb_500images_train_t_[140].txt,324,COCO_blip_500images_train_t_[140].txt,324,implicit_file_position_only,no explicit public row id; not admitted row binding
train,323,COCO_emb_500images_train_t_[140].txt,325,COCO_blip_500images_train_t_[140].txt,325,implicit_file_position_only,no explicit public row id; not admitted row binding
train,324,COCO_emb_500images_train_t_[140].txt,326,COCO_blip_500images_train_t_[140].txt,326,implicit_file_position_only,no explicit public row id; not admitted row binding
train,325,COCO_emb_500images_train_t_[140].txt,327,COCO_blip_500images_train_t_[140].txt,327,implicit_file_position_only,no explicit public row id; not admitted row binding
train,326,COCO_emb_500images_train_t_[140].txt,328,COCO_blip_500images_train_t_[140].txt,328,implicit_file_position_only,no explicit public row id; not admitted row binding
train,327,COCO_emb_500images_train_t_[140].txt,329,COCO_blip_500images_train_t_[140].txt,329,implicit_file_position_only,no explicit public row id; not admitted row binding
train,328,COCO_emb_500images_train_t_[140].txt,330,COCO_blip_500images_train_t_[140].txt,330,implicit_file_position_only,no explicit public row id; not admitted row binding
train,329,COCO_emb_500images_train_t_[140].txt,331,COCO_blip_500images_train_t_[140].txt,331,implicit_file_position_only,no explicit public row id; not admitted row binding
train,330,COCO_emb_500images_train_t_[140].txt,332,COCO_blip_500images_train_t_[140].txt,332,implicit_file_position_only,no explicit public row id; not admitted row binding
train,331,COCO_emb_500images_train_t_[140].txt,333,COCO_blip_500images_train_t_[140].txt,333,implicit_file_position_only,no explicit public row id; not admitted row binding
train,332,COCO_emb_500images_train_t_[140].txt,334,COCO_blip_500images_train_t_[140].txt,334,implicit_file_position_only,no explicit public row id; not admitted row binding
train,333,COCO_emb_500images_train_t_[140].txt,335,COCO_blip_500images_train_t_[140].txt,335,implicit_file_position_only,no explicit public row id; not admitted row binding
train,334,COCO_emb_500images_train_t_[140].txt,336,COCO_blip_500images_train_t_[140].txt,336,implicit_file_position_only,no explicit public row id; not admitted row binding
train,335,COCO_emb_500images_train_t_[140].txt,337,COCO_blip_500images_train_t_[140].txt,337,implicit_file_position_only,no explicit public row id; not admitted row binding
train,336,COCO_emb_500images_train_t_[140].txt,338,COCO_blip_500images_train_t_[140].txt,338,implicit_file_position_only,no explicit public row id; not admitted row binding
train,337,COCO_emb_500images_train_t_[140].txt,339,COCO_blip_500images_train_t_[140].txt,339,implicit_file_position_only,no explicit public row id; not admitted row binding
train,338,COCO_emb_500images_train_t_[140].txt,340,COCO_blip_500images_train_t_[140].txt,340,implicit_file_position_only,no explicit public row id; not admitted row binding
train,339,COCO_emb_500images_train_t_[140].txt,341,COCO_blip_500images_train_t_[140].txt,341,implicit_file_position_only,no explicit public row id; not admitted row binding
train,340,COCO_emb_500images_train_t_[140].txt,342,COCO_blip_500images_train_t_[140].txt,342,implicit_file_position_only,no explicit public row id; not admitted row binding
train,341,COCO_emb_500images_train_t_[140].txt,343,COCO_blip_500images_train_t_[140].txt,343,implicit_file_position_only,no explicit public row id; not admitted row binding
train,342,COCO_emb_500images_train_t_[140].txt,344,COCO_blip_500images_train_t_[140].txt,344,implicit_file_position_only,no explicit public row id; not admitted row binding
train,343,COCO_emb_500images_train_t_[140].txt,345,COCO_blip_500images_train_t_[140].txt,345,implicit_file_position_only,no explicit public row id; not admitted row binding
train,344,COCO_emb_500images_train_t_[140].txt,346,COCO_blip_500images_train_t_[140].txt,346,implicit_file_position_only,no explicit public row id; not admitted row binding
train,345,COCO_emb_500images_train_t_[140].txt,347,COCO_blip_500images_train_t_[140].txt,347,implicit_file_position_only,no explicit public row id; not admitted row binding
train,346,COCO_emb_500images_train_t_[140].txt,348,COCO_blip_500images_train_t_[140].txt,348,implicit_file_position_only,no explicit public row id; not admitted row binding
train,347,COCO_emb_500images_train_t_[140].txt,349,COCO_blip_500images_train_t_[140].txt,349,implicit_file_position_only,no explicit public row id; not admitted row binding
train,348,COCO_emb_500images_train_t_[140].txt,350,COCO_blip_500images_train_t_[140].txt,350,implicit_file_position_only,no explicit public row id; not admitted row binding
train,349,COCO_emb_500images_train_t_[140].txt,351,COCO_blip_500images_train_t_[140].txt,351,implicit_file_position_only,no explicit public row id; not admitted row binding
train,350,COCO_emb_500images_train_t_[140].txt,352,COCO_blip_500images_train_t_[140].txt,352,implicit_file_position_only,no explicit public row id; not admitted row binding
train,351,COCO_emb_500images_train_t_[140].txt,353,COCO_blip_500images_train_t_[140].txt,353,implicit_file_position_only,no explicit public row id; not admitted row binding
train,352,COCO_emb_500images_train_t_[140].txt,354,COCO_blip_500images_train_t_[140].txt,354,implicit_file_position_only,no explicit public row id; not admitted row binding
train,353,COCO_emb_500images_train_t_[140].txt,355,COCO_blip_500images_train_t_[140].txt,355,implicit_file_position_only,no explicit public row id; not admitted row binding
train,354,COCO_emb_500images_train_t_[140].txt,356,COCO_blip_500images_train_t_[140].txt,356,implicit_file_position_only,no explicit public row id; not admitted row binding
train,355,COCO_emb_500images_train_t_[140].txt,357,COCO_blip_500images_train_t_[140].txt,357,implicit_file_position_only,no explicit public row id; not admitted row binding
train,356,COCO_emb_500images_train_t_[140].txt,358,COCO_blip_500images_train_t_[140].txt,358,implicit_file_position_only,no explicit public row id; not admitted row binding
train,357,COCO_emb_500images_train_t_[140].txt,359,COCO_blip_500images_train_t_[140].txt,359,implicit_file_position_only,no explicit public row id; not admitted row binding
train,358,COCO_emb_500images_train_t_[140].txt,360,COCO_blip_500images_train_t_[140].txt,360,implicit_file_position_only,no explicit public row id; not admitted row binding
train,359,COCO_emb_500images_train_t_[140].txt,361,COCO_blip_500images_train_t_[140].txt,361,implicit_file_position_only,no explicit public row id; not admitted row binding
train,360,COCO_emb_500images_train_t_[140].txt,362,COCO_blip_500images_train_t_[140].txt,362,implicit_file_position_only,no explicit public row id; not admitted row binding
train,361,COCO_emb_500images_train_t_[140].txt,363,COCO_blip_500images_train_t_[140].txt,363,implicit_file_position_only,no explicit public row id; not admitted row binding
train,362,COCO_emb_500images_train_t_[140].txt,364,COCO_blip_500images_train_t_[140].txt,364,implicit_file_position_only,no explicit public row id; not admitted row binding
train,363,COCO_emb_500images_train_t_[140].txt,365,COCO_blip_500images_train_t_[140].txt,365,implicit_file_position_only,no explicit public row id; not admitted row binding
train,364,COCO_emb_500images_train_t_[140].txt,366,COCO_blip_500images_train_t_[140].txt,366,implicit_file_position_only,no explicit public row id; not admitted row binding
train,365,COCO_emb_500images_train_t_[140].txt,367,COCO_blip_500images_train_t_[140].txt,367,implicit_file_position_only,no explicit public row id; not admitted row binding
train,366,COCO_emb_500images_train_t_[140].txt,368,COCO_blip_500images_train_t_[140].txt,368,implicit_file_position_only,no explicit public row id; not admitted row binding
train,367,COCO_emb_500images_train_t_[140].txt,369,COCO_blip_500images_train_t_[140].txt,369,implicit_file_position_only,no explicit public row id; not admitted row binding
train,368,COCO_emb_500images_train_t_[140].txt,370,COCO_blip_500images_train_t_[140].txt,370,implicit_file_position_only,no explicit public row id; not admitted row binding
train,369,COCO_emb_500images_train_t_[140].txt,371,COCO_blip_500images_train_t_[140].txt,371,implicit_file_position_only,no explicit public row id; not admitted row binding
train,370,COCO_emb_500images_train_t_[140].txt,372,COCO_blip_500images_train_t_[140].txt,372,implicit_file_position_only,no explicit public row id; not admitted row binding
train,371,COCO_emb_500images_train_t_[140].txt,373,COCO_blip_500images_train_t_[140].txt,373,implicit_file_position_only,no explicit public row id; not admitted row binding
train,372,COCO_emb_500images_train_t_[140].txt,374,COCO_blip_500images_train_t_[140].txt,374,implicit_file_position_only,no explicit public row id; not admitted row binding
train,373,COCO_emb_500images_train_t_[140].txt,375,COCO_blip_500images_train_t_[140].txt,375,implicit_file_position_only,no explicit public row id; not admitted row binding
